0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.52526,0.51724,0.50237,0.5803,0.10,0.11,0.12,0.13,0.61322,0.14,0.15,0.16,0.52598,0.17,0.18,0.19,0.20,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.30,0.31,0.32,0.33,0.34,0.47351,0.35,0.36,0.37,0.38,0.39,0.40,0.41,0.42,0.43,0.44,0.45,0.4491
20,0.0,0.0,0.0,0.57655,0.55619,0.43775,0.0,0.0,0.0,0.74792,0.0,0.0,0.0,0.56393,0.66615,0.0,0.0,0.56971,0.54177,0.0,0.0,0.0,0.0,0.0,0.0,0.52973,0.0,0.0,0.0,0.0,0.0,0.0,0.60419,0.0,0.0,0.0,0.0,0.50567,0.0,0.0,0.0,0.0,0.0,0.50474,0.0,0.49354,0.0,0.56226,0.0,0.0,0.0,0.47929,0.0
2684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7610,0.47024,0.0,0.50997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18280,0.4151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18281,0.0,0.0,0.0,0.0,0.48006,0.0,0.0,0.0,0.51239,0.0,0.0,0.0,0.6144,0.0,0.0,0.54225,0.0,0.0,0.0,0.0,0.4663,0.57083,0.0,0.0,0.48011,0.53166,0.0,0.6858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58988,0.49349,0.0,0.0,0.6222,0.0,0.0,0.0,0.51843,0.0,0.49204,0.52903,0.0,0.51355,0.0,0.0
18282,0.0,0.47657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54612,0.50082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24113,0.60689,0.55159,0.52772,0.62734,0.55581,0.68637,0.60997,0.56478,0.54226,0.69602,0.65874,0.60491,0.51601,0.67778,0.63378,0.57112,0.60697,0.56188,0.60816,0.66525,0.54425,0.66917,0.67925,0.68963,0.60437,0.5471,0.59867,0.47102,0.58158,0.56826,0.59343,0.78855,0.57055,0.52496,0.78737,0.67542,0.67338,0.63927,0.58285,0.56974,0.55768,0.57071,0.67988,0.57193,0.59502,0.54507,0.61962,0.61675,0.60383,0.65898,0.64124,0.64781,0.54435
32142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32575,0.0,0.0,0.0,0.0,0.5412,0.0,0.59491,0.52497,0.49114,0.54308,0.55042,0.67025,0.58495,0.0,0.44544,0.0,0.0,0.62865,0.48091,0.59161,0.52216,0.51582,0.65942,0.63467,0.0,0.0,0.0,0.49711,0.0,0.0,0.52258,0.7192,0.0,0.0,0.59843,0.52857,0.5689,0.55986,0.0,0.0,0.0,0.5342,0.0,0.50423,0.56238,0.56725,0.47701,0.0,0.0,0.0,0.0,0.0,0.52428
34142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34804,0.0,0.0,0.0,0.0,0.49443,0.0,0.0,0.0,0.0,0.55338,0.0,0.0,0.6158,0.0,0.57938,0.0,0.0,0.0,0.0,0.0,0.42403,0.0,0.0,0.0,0.0,0.0,0.0,0.52665,0.0,0.0,0.50714,0.0,0.0,0.0,0.0,0.0,0.0,0.52795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36953,0.0,0.0,0.5116,0.0,0.41215,0.0,0.0,0.0,0.47121,0.0,0.44413,0.0,0.0,0.56865,0.0,0.53821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52523,0.50505,0.0,0.0,0.47986,0.61838,0.56537,0.0,0.55627,0.0,0.54217,0.0,0.57777,0.0,0.0,0.0,0.0,0.0,0.40633,0.51289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49548
38741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45807,0.0,0.0,0.0,0.0,0.45296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47851,0.0,0.0,0.0,0.0,0.0,0.0,0.58696,0.50299,0.45339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48932,0.0,0.0
48299,0.45517,0.0,0.0,0.0,0.47113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53957,0.0,0.52222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49859,0.0,0.0,0.0,0.0,0.0,0.0,0.57215,0.0,0.0,0.0,0.0,0.0
48300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58511,0.0,0.0,0.0,0.0,0.0,0.0
48429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54113,0.45888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51228,0.0,0.0,0.0,0.0,0.0,0.0,0.53482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64161,0.0,0.0,0.0,0.50029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5352,0.0,0.0,0.0,0.0,0.0,0.0,0.53379,0.0,0.0,0.0,0.0,0.0,0.0
57506,0.0,0.0,0.0,0.5442,0.46598,0.0,0.0,0.0,0.0,0.0,0.53183,0.68896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53806,0.0,0.0,0.0,0.0,0.0,0.49619,0.0,0.52479,0.0,0.0,0.0,0.0,0.4828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6823,0.50074
61316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67269,0.0,0.0,0.0,0.52036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56061,0.0,0.0,0.0,0.0,0.53885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71683,0.0,0.0,0.54216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83404,0.45497,0.0,0.0,0.0,0.49478,0.0,0.0,0.0,0.0,0.662,0.0,0.0,0.0,0.0,0.53324,0.0,0.0,0.0,0.0,0.0,0.50599,0.52821,0.0,0.0,0.0,0.54448,0.0,0.0,0.0,0.0,0.51453,0.0,0.56724,0.0,0.0,0.0,0.0,0.0,0.56572,0.0,0.56514,0.5211,0.56253,0.0,0.49124,0.0,0.0,0.47205,0.0,0.0,0.0,0.0,0.0
85140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87665,0.0,0.0,0.42701,0.0,0.44874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56836,0.0,0.0,0.0,0.43107,0.0
93133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94017,0.0,0.0,0.0,0.0,0.50278,0.0,0.0,0.0,0.45249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65966,0.0,0.0,0.0,0.0,0.0,0.64845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4508,0.0,0.0,0.46255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97289,0.44688,0.0,0.0,0.0,0.48125,0.0,0.5127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48808,0.0,0.0,0.0,0.0,0.0
105792,0.49527,0.54932,0.46983,0.0,0.44429,0.58747,0.52209,0.55081,0.49768,0.0,0.0,0.65981,0.43937,0.57038,0.0,0.0,0.0,0.0,0.0,0.0,0.49951,0.0,0.0,0.0,0.54711,0.47555,0.55601,0.0,0.51087,0.56471,0.4853,0.65936,0.0,0.63481,0.61241,0.65278,0.57893,0.58149,0.0,0.51133,0.0,0.54695,0.0,0.59087,0.52253,0.0,0.41427,0.0,0.0,0.70131,0.6506,0.50408,0.547
105791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50596,0.0,0.0,0.0,0.0,0.0,0.50338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47474,0.0,0.0,0.0,0.0,0.0,0.0,0.5261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57601,0.5112,0.0,0.0,0.0,0.0,0.58711,0.56937,0.0,0.47036
112870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56408,0.0,0.0,0.0,0.48993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114061,0.0,0.0,0.0,0.65428,0.52823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114742,0.0,0.0,0.0,0.0,0.43258,0.0,0.0,0.0,0.0,0.51956,0.43825,0.0,0.45728,0.0,0.0,0.0,0.0,0.4421,0.45895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42187,0.0
117191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46257,0.0,0.44203,0.0,0.0,0.0,0.0,0.0,0.60833,0.0,0.0,0.0,0.0,0.0,0.51012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51647,0.0,0.0,0.0,0.0,0.0
117287,0.46179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44952,0.0,0.51784,0.0,0.0,0.0,0.0,0.0,0.48726,0.0,0.0,0.0,0.0,0.0
117451,0.0,0.0,0.0,0.0,0.0,0.0,0.53511,0.53016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51449,0.51222,0.0,0.0,0.0,0.52909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59085,0.51409,0.0,0.71222,0.62871,0.65197,0.0,0.0,0.0,0.44853,0.0,0.0,0.0,0.60245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48476
117512,0.0,0.0,0.0,0.82062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
